N,P,K,temperature,humidity,ph,rainfall,label
30,49,29,22.506,72.633,6.583903,30.50872,Onion
15,24,14,25.575,73.656,7.587531,26.06697,Onion
22,36,21,25.575,74.679,6.130794,27.13328,Onion
16,26,15,25.575,71.61,7.955089,30.04725,Onion
24,39,23,21.483,70.587,7.283929,30.51497,Onion
12,19,11,22.506,70.587,7.960355,30.76587,Onion
25,41,24,24.552,74.679,6.148931,24.85608,Onion
12,19,11,23.529,71.61,6.812163,25.38561,Onion
27,44,26,24.552,69.564,7.496125,24.40237,Onion
27,44,26,24.552,70.587,6.416248,28.55565,Onion
29,48,28,23.529,71.61,6.364423,26.14486,Onion
6,9,5,22.506,74.679,6.100889,30.78712,Onion
15,24,14,25.575,74.679,7.570421,27.1117,Onion
28,46,27,25.575,71.61,7.502563,30.43574,Onion
17,28,16,24.552,72.633,7.161843,27.17279,Onion
14,23,13,25.575,71.61,6.785221,28.79221,Onion
23,38,22,24.552,70.587,6.891237,30.49041,Onion
23,38,22,22.506,69.564,7.053218,24.52073,Onion
9,14,8,21.483,73.656,7.320134,30.02348,Onion
12,19,11,25.575,69.564,6.597559,27.23256,Onion
21,34,20,23.529,71.61,7.56971,25.56742,Onion
25,41,24,22.506,69.564,6.208776,28.30891,Onion
15,24,14,21.483,72.633,6.50826,28.83566,Onion
22,36,21,23.529,73.656,7.980354,26.4296,Onion
14,23,13,23.529,74.679,7.610929,29.86499,Onion
15,24,14,21.483,72.633,7.659636,25.77043,Onion
21,34,20,21.483,71.61,6.474776,29.73808,Onion
25,41,24,25.575,69.564,6.094987,30.42185,Onion
23,38,22,25.575,71.61,6.385315,27.53737,Onion
11,18,10,21.483,73.656,7.584078,25.6333,Onion
10,16,9,22.506,71.61,6.419558,29.52894,Onion
80,30,40,24.39384,87.0504,6.538918,23.19085,Ginger
78,39,46,22.57944,85.79046,6.785941,20.7259,Ginger
76,42,46,24.50078,85.71275,6.666631,23.25718,Ginger
79,46,41,25.77442,86.23134,6.075083,26.54769,Ginger
75,36,44,23.92668,90.23963,6.312157,22.30006,Ginger
78,33,45,23.65065,89.57852,6.106962,25.29574,Ginger
79,44,40,25.33219,87.07494,5.397735,21.80123,Ginger
76,50,48,25.74402,88.93444,6.681886,25.40101,Ginger
75,43,48,24.70803,87.98714,6.359492,22.60204,Ginger
77,42,41,25.19056,88.46937,6.275296,23.98627,Ginger
76,38,48,22.3524,89.82836,5.416701,22.12731,Ginger
76,42,42,22.52068,85.63957,5.778947,21.93958,Ginger
76,45,45,23.65173,86.80075,6.547003,20.38963,Ginger
77,36,46,23.18055,87.12016,6.859628,26.93776,Ginger
75,50,46,25.53577,89.37887,5.133277,23.11891,Ginger
78,37,45,25.38396,88.68346,5.775486,20.94311,Ginger
78,34,46,23.23432,85.3043,6.93538,24.82651,Ginger
79,30,45,23.00666,89.37961,6.544464,25.52116,Ginger
80,50,44,25.9671,86.69474,5.510481,20.01825,Ginger
79,36,47,23.93084,85.32812,6.711094,24.5133,Ginger
80,31,45,23.45055,87.3481,5.091669,20.40668,Ginger
77,38,47,25.46856,89.5157,6.383758,21.17986,Ginger
78,33,44,25.04366,88.10097,6.892818,22.64962,Ginger
76,35,40,24.1882,89.02162,6.47169,21.77357,Ginger
77,34,48,24.62154,86.44538,5.080258,25.00546,Ginger
80,48,44,24.70481,87.32975,5.185811,24.41816,Ginger
78,49,42,25.21248,89.4114,6.197535,23.90706,Ginger
78,40,43,23.65361,90.57711,5.336827,25.52808,Ginger
79,50,47,24.88611,88.15926,5.111716,25.11132,Ginger
77,31,45,22.02392,85.99512,6.934248,23.66046,Ginger
80,50,46,24.90508,90.81827,6.029881,20.81867,Ginger
80,41,43,22.46361,87.06722,5.733785,25.6129,Ginger
78,33,46,24.48829,87.35516,6.941157,24.02798,Ginger
79,40,43,22.70217,90.50736,6.931235,25.86039,Ginger
75,46,45,24.02689,88.69264,6.924099,24.41262,Ginger
77,40,46,25.80652,90.69749,5.637364,23.69597,Ginger
75,50,50,22.51799,89.61559,5.380542,20.87983,Ginger
76,41,45,22.729,86.00211,6.644757,23.5121,Ginger
79,46,41,25.63781,89.76756,5.973808,20.72826,Ginger
75,45,40,24.05753,87.84709,6.338472,25.88605,Ginger
78,50,49,22.15816,88.55522,5.433656,20.89573,Ginger
80,37,49,25.63083,87.12127,5.439756,24.16929,Ginger
76,36,48,24.9858,85.28811,5.320266,25.06305,Ginger
76,48,45,23.30052,89.85238,5.237776,25.03985,Ginger
75,34,48,22.78095,89.08224,6.124081,24.61616,Ginger
79,43,41,25.87973,88.93014,6.655202,25.97936,Ginger
78,36,50,24.65294,88.52094,5.411352,25.09887,Ginger
80,47,47,22.95025,89.18813,5.728444,23.75813,Ginger
76,44,46,22.93416,89.33988,5.335876,24.82229,Ginger
75,45,43,22.63317,89.028,6.009203,20.78861,Ginger
78,34,41,22.89419,90.85039,5.267585,23.14426,Ginger
79,50,45,25.89651,85.28747,6.192594,26.63169,Ginger
80,50,41,24.76171,87.30981,5.101067,24.86516,Ginger
76,50,47,25.07422,89.50364,6.775524,25.334,Ginger
75,49,44,23.7733,85.04298,5.780549,21.95987,Ginger
78,49,41,25.11047,90.34882,5.87764,23.09818,Ginger
77,41,40,23.66581,89.81044,5.598771,23.65989,Ginger
75,50,50,24.80817,87.89651,6.454874,23.61539,Ginger
75,30,40,22.06673,90.83017,5.883881,25.6429,Ginger
75,38,47,25.56198,89.98747,5.622274,23.72118,Ginger
78,45,50,23.55931,85.01755,5.978901,26.06437,Ginger
76,41,45,24.14454,87.09137,5.264786,24.5994,Ginger
77,41,44,25.2137,88.9298,5.329464,22.80135,Ginger
78,30,46,22.59398,88.67501,5.177588,24.48856,Ginger
79,35,43,25.58947,87.25419,6.244995,22.98102,Ginger
75,46,44,22.70235,89.34141,6.456933,23.37051,Ginger
77,35,43,22.76035,85.62696,6.507297,20.91436,Ginger
79,43,44,25.17008,87.96941,5.479175,26.64752,Ginger
77,33,50,23.52379,86.23939,5.831965,23.08599,Ginger
79,30,50,23.6546,85.43598,5.818158,23.10376,Ginger
79,44,48,25.24264,86.64929,5.746784,22.70294,Ginger
75,43,44,24.0922,86.10123,5.822492,23.61123,Ginger
75,49,44,23.60698,86.77742,5.572944,25.10732,Ginger
78,49,45,24.95081,90.90694,5.710883,20.6155,Ginger
76,39,46,25.12311,88.65152,5.833755,20.85793,Ginger
80,50,50,23.27971,85.25514,5.262264,22.84029,Ginger
75,46,45,23.69954,88.7768,5.419697,25.05768,Ginger
80,30,50,22.99185,87.41971,5.964435,23.61234,Ginger
76,46,46,25.65551,87.84597,6.560394,21.43759,Ginger
75,42,50,25.32472,90.59759,6.317429,21.17267,Ginger
